"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"00501","HOLTSVILLE, NY","B","D",0,"D",0,"D",0,2,"HOLTSVILLE","NY","SUFFOLK"
"01001","AGAWAM, MA",,"G",9127,"G",88685,"G",376492,472,"AGAWAM","MA","HAMPDEN"
"01002","AMHERST, MA",,"H",18894,"G",109167,"G",472633,564,"AMHERST","MA","HAMPSHIRE"
"01003","AMHERST, MA",,"G",288,"H",2371,"G",10461,21,"AMHERST","MA","HAMPSHIRE"
"01004","AMHERST, MA",,"H",193,"H",1335,"H",5915,14,"AMHERST","MA","HAMPSHIRE"
"01005","BARRE, MA",,"G",1089,"G",8439,"G",34815,95,"BARRE","MA","WORCESTER"
"01007","BELCHERTOWN, MA",,"G",1989,"G",13957,"G",63860,229,"BELCHERTOWN","MA","HAMPSHIRE"
"01008","BLANDFORD, MA",,"G",182,"G",823,"G",3382,21,"BLANDFORD","MA","HAMPDEN"
"01009","BONDSVILLE, MA",,"G",144,"H",1288,"H",5955,18,"BONDSVILLE","MA","HAMPDEN"
"01010","BRIMFIELD, MA",,"H",287,"H",3014,"H",14954,75,"BRIMFIELD","MA","HAMPDEN"
"01011","CHESTER, MA",,"G",33,"G",272,"G",1138,11,"CHESTER","MA","HAMPDEN"
"01012","CHESTERFIELD, MA",,"J",51,"J",273,"H",1112,10,"CHESTERFIELD","MA","HAMPSHIRE"
"01013","CHICOPEE, MA",,"G",4453,"G",37955,"G",167915,333,"CHICOPEE","MA","HAMPDEN"
"01014","CHICOPEE, MA","A","D",0,"D",0,"D",0,1,"CHICOPEE","MA","HAMPDEN"
"01020","CHICOPEE, MA",,"G",8900,"G",78022,"G",347295,553,"CHICOPEE","MA","HAMPDEN"
"01021","CHICOPEE, MA",,"G",224,"G",1370,"G",6154,10,"CHICOPEE","MA","HAMPDEN"
"01022","CHICOPEE, MA",,"G",2056,"G",27760,"G",111321,58,"CHICOPEE","MA","HAMPDEN"
"01026","CUMMINGTON, MA",,"G",76,"G",419,"G",2984,19,"CUMMINGTON","MA","HAMPSHIRE"
"01027","EASTHAMPTON, MA",,"G",3866,"G",35263,"G",148200,416,"EASTHAMPTON","MA","HAMPSHIRE"
"01028","EAST LONGMEADOW, MA",,"G",7448,"G",73883,"G",318073,516,"EAST LONGMEADOW","MA","HAMPDEN"
"01029","EAST OTIS, MA",,"H",266,"J",2363,"J",11538,14,"EAST OTIS","MA","BERKSHIRE"
"01030","FEEDING HILLS, MA",,"H",1223,"G",8243,"G",39120,209,"FEEDING HILLS","MA","HAMPDEN"
"01031","GILBERTVILLE, MA",,"H",61,"G",259,"G",1232,20,"GILBERTVILLE","MA","WORCESTER"
"01032","GOSHEN, MA",,"H",123,"G",928,"G",4589,27,"GOSHEN","MA","HAMPSHIRE"
"01033","GRANBY, MA",,"G",722,"G",5635,"G",25681,122,"GRANBY","MA","HAMPSHIRE"
"01034","GRANVILLE, MA",,"H",112,"H",980,"H",5108,31,"GRANVILLE","MA","HAMPDEN"
"01035","HADLEY, MA",,"G",5514,"G",37474,"G",163897,308,"HADLEY","MA","HAMPSHIRE"
"01036","HAMPDEN, MA",,"G",943,"G",7182,"G",36283,116,"HAMPDEN","MA","HAMPDEN"
"01037","HARDWICK, MA",,"J",266,"J",2997,"J",13143,18,"HARDWICK","MA","WORCESTER"
"01038","HATFIELD, MA",,"H",1441,"H",15949,"H",67929,61,"HATFIELD","MA","HAMPSHIRE"
"01039","HAYDENVILLE, MA",,"H",234,"H",2242,"H",10005,28,"HAYDENVILLE","MA","HAMPSHIRE"
"01040","HOLYOKE, MA",,"G",17098,"G",183473,"G",712203,888,"HOLYOKE","MA","HAMPDEN"
"01041","HOLYOKE, MA",,"G",901,"G",6826,"G",29704,27,"HOLYOKE","MA","HAMPDEN"
"01050","HUNTINGTON, MA",,"H",170,"H",1156,"H",5134,33,"HUNTINGTON","MA","HAMPSHIRE"
"01053","LEEDS, MA",,"H",1466,"H",25636,"H",103747,28,"LEEDS","MA","HAMPSHIRE"
"01054","LEVERETT, MA",,"H",104,"H",795,"H",3904,33,"LEVERETT","MA","FRANKLIN"
"01056","LUDLOW, MA",,"G",4248,"G",38704,"G",189583,404,"LUDLOW","MA","HAMPDEN"
"01057","MONSON, MA",,"G",818,"H",7610,"H",35251,144,"MONSON","MA","HAMPDEN"
"01059","NORTH AMHERST, MA",,"J",101,"H",954,"H",4125,10,"NORTH AMHERST","MA","HAMPSHIRE"
"01060","NORTHAMPTON, MA",,"G",12356,"G",121521,"G",518118,773,"NORTHAMPTON","MA","HAMPSHIRE"
"01061","NORTHAMPTON, MA",,"H",99,"G",892,"G",4625,17,"NORTHAMPTON","MA","HAMPSHIRE"
"01062","FLORENCE, MA",,"H",1853,"G",18402,"G",76465,196,"FLORENCE","MA","HAMPSHIRE"
"01063","NORTHAMPTON, MA","H","D",0,"D",0,"D",0,4,"NORTHAMPTON","MA","HAMPSHIRE"
"01066","NORTH HATFIELD, MA","B","D",0,"D",0,"D",0,9,"NORTH HATFIELD","MA","HAMPSHIRE"
"01068","OAKHAM, MA",,"G",68,"G",596,"G",3243,29,"OAKHAM","MA","WORCESTER"
"01069","PALMER, MA",,"G",3593,"G",38424,"G",168169,272,"PALMER","MA","HAMPDEN"
"01070","PLAINFIELD, MA",,"H",24,"H",88,"H",460,8,"PLAINFIELD","MA","HAMPSHIRE"
"01071","RUSSELL, MA",,"G",95,"G",455,"G",2528,20,"RUSSELL","MA","HAMPDEN"
"01072","SHUTESBURY, MA",,"G",66,"H",254,"G",1649,19,"SHUTESBURY","MA","FRANKLIN"
"01073","SOUTHAMPTON, MA",,"G",1097,"H",7662,"H",34569,129,"SOUTHAMPTON","MA","HAMPSHIRE"
"01074","SOUTH BARRE, MA",,"G",65,"J",423,"J",2203,10,"SOUTH BARRE","MA","WORCESTER"
"01075","SOUTH HADLEY, MA",,"H",4800,"G",37721,"G",158300,313,"SOUTH HADLEY","MA","HAMPSHIRE"
"01077","SOUTHWICK, MA",,"G",1955,"G",16728,"G",75320,219,"SOUTHWICK","MA","HAMPDEN"
"01079","THORNDIKE, MA",,"G",69,"G",537,"G",2297,14,"THORNDIKE","MA","HAMPDEN"
"01080","THREE RIVERS, MA",,"G",339,"H",2940,"H",12470,38,"THREE RIVERS","MA","HAMPDEN"
"01081","WALES, MA",,"H",48,"G",315,"G",1525,14,"WALES","MA","HAMPDEN"
"01082","WARE, MA",,"G",2201,"H",21444,"H",79945,158,"WARE","MA","HAMPSHIRE"
"01083","WARREN, MA",,"H",226,"J",3168,"J",12625,32,"WARREN","MA","WORCESTER"
"01084","WEST CHESTERFIELD, MA",,"J",31,"J",239,"J",1359,5,"WEST CHESTERFIELD","MA","HAMPSHIRE"
"01085","WESTFIELD, MA",,"G",14123,"G",138686,"G",594905,865,"WESTFIELD","MA","HAMPDEN"
"01086","WESTFIELD, MA",,"H",792,"H",5763,"H",27188,16,"WESTFIELD","MA","HAMPDEN"
"01088","WEST HATFIELD, MA",,"G",323,"G",3094,"G",12945,31,"WEST HATFIELD","MA","HAMPSHIRE"
"01089","WEST SPRINGFIELD, MA",,"G",16099,"G",153919,"G",659392,974,"WEST SPRINGFIELD","MA","HAMPDEN"
"01090","WEST SPRINGFIELD, MA",,"J",93,"G",1099,"G",5644,15,"WEST SPRINGFIELD","MA","HAMPDEN"
"01092","WEST WARREN, MA",,"J",61,"J",409,"H",2088,16,"WEST WARREN","MA","WORCESTER"
"01093","WHATELY, MA",,"H",785,"H",9071,"H",37390,31,"WHATELY","MA","FRANKLIN"
"01094","WHEELWRIGHT, MA","A","D",0,"D",0,"D",0,3,"WHEELWRIGHT","MA","WORCESTER"
"01095","WILBRAHAM, MA",,"G",3854,"G",29979,"G",137703,290,"WILBRAHAM","MA","HAMPDEN"
"01096","WILLIAMSBURG, MA",,"G",412,"H",3326,"G",14051,53,"WILLIAMSBURG","MA","HAMPSHIRE"
"01097","WORONOCO, MA","A","D",0,"D",0,"D",0,2,"WORONOCO","MA","HAMPDEN"
"01098","WORTHINGTON, MA",,"G",93,"H",686,"H",3483,19,"WORTHINGTON","MA","HAMPSHIRE"
"01101","SPRINGFIELD, MA",,"H",700,"H",4989,"H",19024,19,"SPRINGFIELD","MA","HAMPDEN"
"01102","SPRINGFIELD, MA",,"J",2981,"H",61825,"H",228477,17,"SPRINGFIELD","MA","HAMPDEN"
"01103","SPRINGFIELD, MA",,"G",6313,"G",59294,"G",263222,448,"SPRINGFIELD","MA","HAMPDEN"
"01104","SPRINGFIELD, MA",,"H",14552,"H",190555,"H",845201,531,"SPRINGFIELD","MA","HAMPDEN"
"01105","SPRINGFIELD, MA",,"G",6320,"G",55185,"G",234345,272,"SPRINGFIELD","MA","HAMPDEN"
"01106","LONGMEADOW, MA",,"H",3724,"H",27613,"H",119418,270,"LONGMEADOW","MA","HAMPDEN"
"01107","SPRINGFIELD, MA",,"G",2545,"G",35469,"G",164749,151,"SPRINGFIELD","MA","HAMPDEN"
"01108","SPRINGFIELD, MA",,"G",2576,"G",16651,"G",72768,268,"SPRINGFIELD","MA","HAMPDEN"
"01109","SPRINGFIELD, MA",,"H",8403,"G",65992,"G",289895,296,"SPRINGFIELD","MA","HAMPDEN"
"01111","SPRINGFIELD, MA","H","D",0,"D",0,"D",0,15,"SPRINGFIELD","MA","HAMPDEN"
"01115","SPRINGFIELD, MA",,"G",799,"J",48811,"J",112855,45,"SPRINGFIELD","MA","HAMPDEN"
"01116","LONGMEADOW, MA","B","D",0,"D",0,"D",0,5,"LONGMEADOW","MA","HAMPDEN"
"01118","SPRINGFIELD, MA",,"G",1487,"G",12177,"G",50749,130,"SPRINGFIELD","MA","HAMPDEN"
"01119","SPRINGFIELD, MA",,"H",3930,"H",23773,"H",106631,147,"SPRINGFIELD","MA","HAMPDEN"
"01128","SPRINGFIELD, MA",,"G",833,"G",4212,"G",18233,52,"SPRINGFIELD","MA","HAMPDEN"
"01129","SPRINGFIELD, MA",,"G",2627,"G",14409,"G",59594,158,"SPRINGFIELD","MA","HAMPDEN"
"01138","SPRINGFIELD, MA",,"J",25,"G",115,"G",556,8,"SPRINGFIELD","MA","HAMPDEN"
"01139","SPRINGFIELD, MA","C","D",0,"D",0,"D",0,2,"SPRINGFIELD","MA","HAMPDEN"
"01144","SPRINGFIELD, MA",,"H",1098,"H",23823,"H",92530,51,"SPRINGFIELD","MA","HAMPDEN"
"01151","INDIAN ORCHARD, MA",,"G",1863,"H",29730,"G",117627,144,"INDIAN ORCHARD","MA","HAMPDEN"
"01152","SPRINGFIELD, MA","A","D",0,"D",0,"D",0,2,"SPRINGFIELD","MA","HAMPDEN"
"01199","SPRINGFIELD, MA","I","D",0,"D",0,"D",0,5,"SPRINGFIELD","MA","HAMPDEN"
"01201","PITTSFIELD, MA",,"G",23749,"G",303998,"G",1238125,1287,"PITTSFIELD","MA","BERKSHIRE"
"01202","PITTSFIELD, MA",,"H",356,"J",7113,"H",27672,33,"PITTSFIELD","MA","BERKSHIRE"
"01203","PITTSFIELD, MA","A","D",0,"D",0,"D",0,1,"PITTSFIELD","MA","BERKSHIRE"
"01220","ADAMS, MA",,"G",1549,"G",14872,"G",60506,159,"ADAMS","MA","BERKSHIRE"
"01222","ASHLEY FALLS, MA",,"J",42,"G",377,"G",1824,17,"ASHLEY FALLS","MA","BERKSHIRE"
"01223","BECKET, MA",,"H",254,"G",1991,"H",12092,42,"BECKET","MA","BERKSHIRE"
"01224","BERKSHIRE, MA","A","D",0,"D",0,"D",0,3,"BERKSHIRE","MA","BERKSHIRE"
"01225","CHESHIRE, MA",,"H",383,"H",3370,"H",16637,54,"CHESHIRE","MA","BERKSHIRE"
"01226","DALTON, MA",,"H",1319,"H",23023,"H",73883,122,"DALTON","MA","BERKSHIRE"
"01227","DALTON, MA",,"H",54,"H",347,"H",1947,5,"DALTON","MA","BERKSHIRE"
"01229","GLENDALE, MA",,"J",11,"J",128,"H",824,3,"GLENDALE","MA","BERKSHIRE"
"01230","GREAT BARRINGTON, MA",,"G",4839,"G",43740,"G",184770,417,"GREAT BARRINGTON","MA","BERKSHIRE"
"01235","HINSDALE, MA",,"H",218,"H",1375,"H",7400,49,"HINSDALE","MA","BERKSHIRE"
"01236","HOUSATONIC, MA",,"H",476,"H",3792,"H",16285,43,"HOUSATONIC","MA","BERKSHIRE"
"01237","LANESBOROUGH, MA",,"G",1693,"G",8913,"G",34795,123,"LANESBOROUGH","MA","BERKSHIRE"
"01238","LEE, MA",,"G",2971,"G",22511,"G",95936,282,"LEE","MA","BERKSHIRE"
"01240","LENOX, MA",,"G",3444,"G",24844,"G",111885,248,"LENOX","MA","BERKSHIRE"
"01242","LENOX DALE, MA",,"H",128,"H",943,"H",4225,17,"LENOX DALE","MA","BERKSHIRE"
"01243","MIDDLEFIELD, MA",,"H",28,"H",166,"J",665,6,"MIDDLEFIELD","MA","HAMPSHIRE"
"01244","MILL RIVER, MA","B","D",0,"D",0,"D",0,3,"MILL RIVER","MA","BERKSHIRE"
"01245","MONTEREY, MA",,"J",156,"J",993,"J",5054,24,"MONTEREY","MA","BERKSHIRE"
"01247","NORTH ADAMS, MA",,"G",3843,"G",30101,"G",127350,330,"NORTH ADAMS","MA","BERKSHIRE"
"01252","NORTH EGREMONT, MA",,"J",5,"J",48,"J",296,4,"NORTH EGREMONT","MA","BERKSHIRE"
"01253","OTIS, MA",,"J",133,"G",690,"G",3046,33,"OTIS","MA","BERKSHIRE"
"01254","RICHMOND, MA",,"H",73,"G",474,"G",2442,30,"RICHMOND","MA","BERKSHIRE"
"01255","SANDISFIELD, MA",,"H",117,"H",939,"H",4887,20,"SANDISFIELD","MA","BERKSHIRE"
"01256","SAVOY, MA",,"J",14,"H",166,"G",695,5,"SAVOY","MA","BERKSHIRE"
"01257","SHEFFIELD, MA",,"G",1036,"H",11407,"H",49388,110,"SHEFFIELD","MA","BERKSHIRE"
"01258","SOUTH EGREMONT, MA",,"H",434,"G",1846,"G",6610,33,"SOUTH EGREMONT","MA","BERKSHIRE"
"01259","SOUTHFIELD, MA",,"J",82,"H",577,"G",3599,25,"SOUTHFIELD","MA","BERKSHIRE"
"01260","SOUTH LEE, MA",,"J",523,"J",6416,"J",24978,12,"SOUTH LEE","MA","BERKSHIRE"
"01262","STOCKBRIDGE, MA",,"H",1509,"H",13122,"G",56572,78,"STOCKBRIDGE","MA","BERKSHIRE"
"01264","TYRINGHAM, MA","A","D",0,"D",0,"D",0,1,"TYRINGHAM","MA","BERKSHIRE"
"01266","WEST STOCKBRIDGE, MA",,"H",133,"G",1058,"G",5806,44,"WEST STOCKBRIDGE","MA","BERKSHIRE"
"01267","WILLIAMSTOWN, MA",,"H",3534,"G",41015,"G",185882,213,"WILLIAMSTOWN","MA","BERKSHIRE"
"01270","WINDSOR, MA",,"J",24,"H",263,"H",1372,8,"WINDSOR","MA","BERKSHIRE"
"01301","GREENFIELD, MA",,"G",8161,"G",69459,"G",288599,556,"GREENFIELD","MA","FRANKLIN"
"01302","GREENFIELD, MA",,"H",409,"H",5109,"H",21320,22,"GREENFIELD","MA","FRANKLIN"
"01330","ASHFIELD, MA",,"G",173,"G",1598,"G",7060,36,"ASHFIELD","MA","FRANKLIN"
"01331","ATHOL, MA",,"H",2980,"H",25846,"H",110231,211,"ATHOL","MA","WORCESTER"
"01337","BERNARDSTON, MA",,"G",412,"G",2637,"G",12643,47,"BERNARDSTON","MA","FRANKLIN"
"01338","BUCKLAND, MA",,"H",40,"G",383,"G",1630,13,"BUCKLAND","MA","FRANKLIN"
"01339","CHARLEMONT, MA",,"H",315,"G",1360,"G",6939,31,"CHARLEMONT","MA","FRANKLIN"
"01340","COLRAIN, MA",,"G",91,"J",1070,"H",4064,18,"COLRAIN","MA","FRANKLIN"
"01341","CONWAY, MA",,"G",120,"H",1025,"H",4689,26,"CONWAY","MA","FRANKLIN"
"01342","DEERFIELD, MA",,"H",879,"J",8657,"H",37182,27,"DEERFIELD","MA","FRANKLIN"
"01343","DRURY, MA","A","D",0,"D",0,"D",0,1,"DRURY","MA","BERKSHIRE"
"01344","ERVING, MA",,"H",270,"H",2345,"H",11532,21,"ERVING","MA","FRANKLIN"
"01346","HEATH, MA",,"G",15,"H",75,"H",294,5,"HEATH","MA","FRANKLIN"
"01347","LAKE PLEASANT, MA","A","D",0,"D",0,"D",0,1,"LAKE PLEASANT","MA","FRANKLIN"
"01349","MILLERS FALLS, MA",,"J",11,"J",57,"J",364,7,"MILLERS FALLS","MA","FRANKLIN"
"01350","MONROE BRIDGE, MA","B","D",0,"D",0,"D",0,3,"MONROE BRIDGE","MA","FRANKLIN"
"01351","MONTAGUE, MA",,"G",112,"G",769,"G",3722,30,"MONTAGUE","MA","FRANKLIN"
"01354","GILL, MA",,"G",296,"G",1684,"G",8015,22,"GILL","MA","FRANKLIN"
"01355","NEW SALEM, MA",,"J",75,"H",518,"H",2506,20,"NEW SALEM","MA","FRANKLIN"
"01360","NORTHFIELD, MA",,"H",781,"G",9172,"G",35850,47,"NORTHFIELD","MA","FRANKLIN"
"01364","ORANGE, MA",,"G",1287,"G",11221,"G",49416,134,"ORANGE","MA","FRANKLIN"
"01366","PETERSHAM, MA",,"G",63,"H",271,"H",1336,30,"PETERSHAM","MA","WORCESTER"
"01367","ROWE, MA",,"G",63,"H",1451,"G",5445,6,"ROWE","MA","FRANKLIN"
"01368","ROYALSTON, MA",,"H",37,"H",146,"H",681,9,"ROYALSTON","MA","WORCESTER"
"01370","SHELBURNE FALLS, MA",,"G",532,"G",3475,"G",15634,114,"SHELBURNE FALLS","MA","FRANKLIN"
"01373","SOUTH DEERFIELD, MA",,"G",2868,"H",38220,"G",154663,143,"SOUTH DEERFIELD","MA","FRANKLIN"
"01375","SUNDERLAND, MA",,"H",714,"H",8537,"H",40432,54,"SUNDERLAND","MA","FRANKLIN"
"01376","TURNERS FALLS, MA",,"G",1607,"G",15594,"G",64373,97,"TURNERS FALLS","MA","FRANKLIN"
"01378","WARWICK, MA",,"G",13,"G",42,"G",329,5,"WARWICK","MA","FRANKLIN"
"01379","WENDELL, MA",,"G",22,"H",97,"H",376,10,"WENDELL","MA","FRANKLIN"
"01380","WENDELL DEPOT, MA","A","D",0,"D",0,"D",0,2,"WENDELL DEPOT","MA","FRANKLIN"
"01420","FITCHBURG, MA",,"G",10192,"G",87807,"G",377467,765,"FITCHBURG","MA","WORCESTER"
"01430","ASHBURNHAM, MA",,"H",615,"H",5612,"H",23608,91,"ASHBURNHAM","MA","WORCESTER"
"01431","ASHBY, MA",,"H",177,"G",1428,"G",6681,60,"ASHBY","MA","MIDDLESEX"
"01432","AYER, MA",,"G",3692,"G",49543,"G",214242,233,"AYER","MA","MIDDLESEX"
"01434","DEVENS, MA",,"H",2860,"H",49235,"H",213501,77,"DEVENS","MA","MIDDLESEX"
"01436","BALDWINVILLE, MA",,"J",458,"J",5456,"J",23346,34,"BALDWINVILLE","MA","WORCESTER"
"01438","EAST TEMPLETON, MA",,"H",218,"H",1789,"H",11303,19,"EAST TEMPLETON","MA","WORCESTER"
"01440","GARDNER, MA",,"G",6736,"G",61657,"G",266149,403,"GARDNER","MA","WORCESTER"
"01441","WESTMINSTER, MA","F","D",0,"D",0,"D",0,10,"WESTMINSTER","MA","WORCESTER"
"01450","GROTON, MA",,"G",2067,"G",18949,"G",83832,211,"GROTON","MA","MIDDLESEX"
"01451","HARVARD, MA",,"H",675,"G",10471,"G",44796,132,"HARVARD","MA","WORCESTER"
"01452","HUBBARDSTON, MA",,"G",287,"G",2213,"G",10045,49,"HUBBARDSTON","MA","WORCESTER"
"01453","LEOMINSTER, MA",,"G",18451,"G",167950,"G",719199,1127,"LEOMINSTER","MA","WORCESTER"
"01460","LITTLETON, MA",,"H",7816,"H",176040,"H",702597,318,"LITTLETON","MA","MIDDLESEX"
"01462","LUNENBURG, MA",,"G",1878,"G",16638,"G",78563,212,"LUNENBURG","MA","WORCESTER"
"01463","PEPPERELL, MA",,"G",1379,"G",13012,"G",59600,208,"PEPPERELL","MA","MIDDLESEX"
"01464","SHIRLEY, MA",,"G",1439,"G",17691,"H",79788,121,"SHIRLEY","MA","MIDDLESEX"
"01467","STILL RIVER, MA",,"J",33,"H",264,"H",1277,9,"STILL RIVER","MA","WORCESTER"
"01468","TEMPLETON, MA",,"G",289,"G",2313,"G",11125,61,"TEMPLETON","MA","WORCESTER"
"01469","TOWNSEND, MA",,"G",1358,"G",11319,"G",48973,129,"TOWNSEND","MA","MIDDLESEX"
"01471","GROTON, MA","E","D",0,"D",0,"D",0,3,"GROTON","MA","MIDDLESEX"
"01472","WEST GROTON, MA",,"H",373,"H",6192,"H",22447,10,"WEST GROTON","MA","MIDDLESEX"
"01473","WESTMINSTER, MA",,"H",1369,"H",15603,"H",68228,167,"WESTMINSTER","MA","WORCESTER"
"01474","WEST TOWNSEND, MA",,"G",121,"G",881,"G",4138,27,"WEST TOWNSEND","MA","MIDDLESEX"
"01475","WINCHENDON, MA",,"G",1156,"G",8064,"G",34202,143,"WINCHENDON","MA","WORCESTER"
"01477","WINCHENDON SPRINGS, MA","A","D",0,"D",0,"D",0,1,"WINCHENDON SPRINGS","MA","WORCESTER"
"01501","AUBURN, MA",,"G",11078,"G",108390,"G",468468,597,"AUBURN","MA","WORCESTER"
"01503","BERLIN, MA",,"H",373,"G",3170,"G",15866,81,"BERLIN","MA","WORCESTER"
"01504","BLACKSTONE, MA",,"G",768,"G",6326,"G",28653,132,"BLACKSTONE","MA","WORCESTER"
"01505","BOYLSTON, MA",,"G",1343,"G",14816,"G",67786,123,"BOYLSTON","MA","WORCESTER"
"01506","BROOKFIELD, MA",,"G",158,"G",1030,"G",4557,42,"BROOKFIELD","MA","WORCESTER"
"01507","CHARLTON, MA",,"G",2122,"G",22294,"G",99940,235,"CHARLTON","MA","WORCESTER"
"01508","CHARLTON CITY, MA",,"G",327,"H",1788,"H",8817,23,"CHARLTON CITY","MA","WORCESTER"
"01509","CHARLTON DEPOT, MA",,"J",13,"H",142,"J",837,4,"CHARLTON DEPOT","MA","WORCESTER"
"01510","CLINTON, MA",,"H",3384,"H",40053,"H",174017,244,"CLINTON","MA","WORCESTER"
"01515","EAST BROOKFIELD, MA",,"H",451,"J",3181,"J",13927,43,"EAST BROOKFIELD","MA","WORCESTER"
"01516","DOUGLAS, MA",,"G",755,"G",6663,"G",31614,127,"DOUGLAS","MA","WORCESTER"
"01518","FISKDALE, MA",,"G",546,"G",5049,"H",23579,63,"FISKDALE","MA","WORCESTER"
"01519","GRAFTON, MA",,"J",1276,"J",14048,"J",62644,101,"GRAFTON","MA","WORCESTER"
"01520","HOLDEN, MA",,"G",3065,"G",27767,"G",122214,280,"HOLDEN","MA","WORCESTER"
"01521","HOLLAND, MA",,"H",69,"H",409,"H",1711,19,"HOLLAND","MA","HAMPDEN"
"01522","JEFFERSON, MA",,"G",117,"G",767,"G",4294,33,"JEFFERSON","MA","WORCESTER"
"01523","LANCASTER, MA",,"G",2324,"G",27618,"G",111474,124,"LANCASTER","MA","WORCESTER"
"01524","LEICESTER, MA",,"G",1313,"G",8365,"G",36542,108,"LEICESTER","MA","WORCESTER"
"01525","LINWOOD, MA",,"H",197,"G",1683,"G",7848,22,"LINWOOD","MA","WORCESTER"
"01526","MANCHAUG, MA",,"H",49,"G",445,"G",1458,10,"MANCHAUG","MA","WORCESTER"
"01527","MILLBURY, MA",,"G",4669,"G",39509,"G",174795,301,"MILLBURY","MA","WORCESTER"
"01529","MILLVILLE, MA",,"G",88,"G",708,"G",3512,30,"MILLVILLE","MA","WORCESTER"
"01531","NEW BRAINTREE, MA",,"H",34,"J",230,"H",1423,18,"NEW BRAINTREE","MA","WORCESTER"
"01532","NORTHBOROUGH, MA",,"G",8704,"G",99025,"G",413701,503,"NORTHBOROUGH","MA","WORCESTER"
"01534","NORTHBRIDGE, MA",,"G",852,"H",8678,"G",40069,71,"NORTHBRIDGE","MA","WORCESTER"
"01535","NORTH BROOKFIELD, MA",,"G",734,"H",8474,"H",32367,76,"NORTH BROOKFIELD","MA","WORCESTER"
"01536","NORTH GRAFTON, MA",,"H",1885,"H",26314,"H",112321,144,"NORTH GRAFTON","MA","WORCESTER"
"01537","NORTH OXFORD, MA",,"G",806,"G",8805,"G",39299,66,"NORTH OXFORD","MA","WORCESTER"
"01538","NORTH UXBRIDGE, MA",,"J",127,"J",1067,"J",4453,15,"NORTH UXBRIDGE","MA","WORCESTER"
"01540","OXFORD, MA",,"H",4551,"H",61437,"H",247008,236,"OXFORD","MA","WORCESTER"
"01541","PRINCETON, MA",,"H",1273,"H",4687,"H",18632,70,"PRINCETON","MA","WORCESTER"
"01542","ROCHDALE, MA",,"H",457,"H",6651,"H",24496,34,"ROCHDALE","MA","WORCESTER"
"01543","RUTLAND, MA",,"H",940,"H",8006,"H",37937,117,"RUTLAND","MA","WORCESTER"
"01545","SHREWSBURY, MA",,"G",11363,"G",119063,"G",508524,801,"SHREWSBURY","MA","WORCESTER"
"01550","SOUTHBRIDGE, MA",,"G",5396,"G",55286,"G",226164,317,"SOUTHBRIDGE","MA","WORCESTER"
"01560","SOUTH GRAFTON, MA",,"G",340,"G",4320,"G",19350,60,"SOUTH GRAFTON","MA","WORCESTER"
"01561","SOUTH LANCASTER, MA",,"H",631,"G",6591,"G",25707,27,"SOUTH LANCASTER","MA","WORCESTER"
"01562","SPENCER, MA",,"H",2927,"H",31011,"H",123151,220,"SPENCER","MA","WORCESTER"
"01564","STERLING, MA",,"G",2233,"G",20530,"G",93779,195,"STERLING","MA","WORCESTER"
"01566","STURBRIDGE, MA",,"G",3611,"G",25912,"G",115456,237,"STURBRIDGE","MA","WORCESTER"
"01568","UPTON, MA",,"G",703,"G",6210,"G",30610,159,"UPTON","MA","WORCESTER"
"01569","UXBRIDGE, MA",,"G",3628,"G",39963,"G",174855,268,"UXBRIDGE","MA","WORCESTER"
"01570","WEBSTER, MA",,"H",6489,"H",68756,"H",283514,375,"WEBSTER","MA","WORCESTER"
"01571","DUDLEY, MA",,"G",2565,"G",23119,"G",102446,161,"DUDLEY","MA","WORCESTER"
"01581","WESTBOROUGH, MA",,"G",23998,"G",406956,"G",1649048,933,"WESTBOROUGH","MA","WORCESTER"
"01583","WEST BOYLSTON, MA",,"G",2520,"G",22055,"G",100250,240,"WEST BOYLSTON","MA","WORCESTER"
"01585","WEST BROOKFIELD, MA",,"H",752,"G",6375,"G",27377,82,"WEST BROOKFIELD","MA","WORCESTER"
"01588","WHITINSVILLE, MA",,"G",3244,"G",29466,"G",126691,213,"WHITINSVILLE","MA","WORCESTER"
"01590","SUTTON, MA",,"G",1849,"G",20208,"G",88938,152,"SUTTON","MA","WORCESTER"
"01601","WORCESTER, MA",,"H",126,"H",1576,"H",6641,7,"WORCESTER","MA","WORCESTER"
"01602","WORCESTER, MA",,"G",2832,"G",22367,"G",92209,306,"WORCESTER","MA","WORCESTER"
"01603","WORCESTER, MA",,"G",7053,"G",57333,"G",246271,410,"WORCESTER","MA","WORCESTER"
"01604","WORCESTER, MA",,"G",9819,"G",83694,"G",367117,715,"WORCESTER","MA","WORCESTER"
"01605","WORCESTER, MA",,"H",23836,"H",363012,"H",1446449,591,"WORCESTER","MA","WORCESTER"
"01606","WORCESTER, MA",,"G",10450,"H",115713,"H",485399,454,"WORCESTER","MA","WORCESTER"
"01607","WORCESTER, MA",,"G",2914,"G",25266,"G",116150,142,"WORCESTER","MA","WORCESTER"
"01608","WORCESTER, MA",,"G",13691,"G",193194,"G",777469,525,"WORCESTER","MA","WORCESTER"
"01609","WORCESTER, MA",,"H",11351,"G",95069,"G",403501,526,"WORCESTER","MA","WORCESTER"
